transaction_id,client_id,amount,transaction_type,timestamp,client_country,counterparty_country,ofac_match_flag,fatf_country_flag,structuring_pattern_flag,rapid_movement_flag,trade_mispricing_flag,transaction_risk_score,client_risk_score,overall_risk_score,anomaly_flag,risk_level
1955,837,1126.49,ACH,2025-09-12 18:59:26,VE,IR,1,1,0,0,0,60,30.0,90.0,1,HIGH
1957,759,102447.14,Check,2025-09-14 21:21:26,NL,CH,0,0,0,0,0,0,0.0,0.0,-1,LOW
1971,254,1517.71,Check,2025-07-06 17:47:15,KP,LB,0,0,0,0,0,0,50.0,50.0,1,MEDIUM
1997,575,342.32,Check,2025-09-12 04:17:25,AE,IR,1,1,0,0,0,60,0.0,60.0,1,MEDIUM
2013,518,65.54,Wire,2025-08-10 13:19:14,DE,KP,1,1,0,0,0,60,0.0,60.0,1,MEDIUM
2053,1849,930.47,SWIFT,2025-08-24 13:47:10,KP,VE,1,0,0,0,0,40,50.0,90.0,1,HIGH
2098,1879,13721.07,Wire,2025-08-21 23:16:53,AU,SD,1,0,0,0,0,40,30.0,70.0,-1,HIGH
2106,636,73504.73,Wire,2025-07-14 09:41:01,RU,NL,0,0,0,0,0,0,0.0,0.0,-1,LOW
2128,1283,1105.23,Wire,2025-07-05 06:46:48,VE,IR,1,1,0,0,0,60,30.0,90.0,1,HIGH
2130,945,58567.08,SWIFT,2025-07-07 20:35:14,UK,CA,0,0,0,0,0,0,0.0,0.0,-1,LOW
2143,962,18985.59,Wire,2025-09-26 14:06:07,IR,US,0,0,0,1,0,15,40.0,55.0,-1,MEDIUM
2159,403,2784.76,SWIFT,2025-08-02 21:53:08,SY,SY,1,0,0,0,0,40,65.0,105.0,-1,HIGH
2193,1697,1696.44,Wire,2025-07-27 22:46:57,RU,IR,1,1,0,0,0,60,0.0,60.0,1,MEDIUM
2214,1540,59807.64,Wire,2025-07-20 19:56:01,IN,NL,0,0,0,0,0,0,20.0,20.0,-1,LOW
2233,1283,1279.29,ACH,2025-07-20 18:00:06,VE,IR,1,1,0,0,0,60,30.0,90.0,1,HIGH
2271,1503,990.7,Check,2025-08-18 06:38:41,VE,VE,1,0,0,0,0,40,55.0,95.0,1,HIGH
2276,1879,64.52,ACH,2025-09-30 20:36:42,AU,RU,1,0,0,0,0,40,30.0,70.0,1,HIGH
2304,1613,3967.86,Check,2025-08-30 02:31:17,IR,IR,1,1,0,0,0,60,40.0,100.0,-1,HIGH
2362,1571,48.02,Check,2025-08-25 19:45:18,CH,IR,1,1,0,0,0,60,30.0,90.0,1,HIGH
2422,927,50244.89,Wire,2025-09-27 16:25:00,SY,CN,0,0,0,0,0,0,25.0,25.0,-1,LOW
2442,1421,26755.73,Check,2025-08-03 21:25:20,US,KP,1,1,0,0,0,60,30.0,90.0,-1,HIGH
2453,1206,644.45,SWIFT,2025-07-22 18:34:37,JP,SY,1,0,0,0,0,40,30.0,70.0,1,HIGH
2454,1541,84202.74,Wire,2025-09-16 15:15:04,AU,IN,0,0,0,0,0,0,0.0,0.0,-1,LOW
2521,1785,1258.02,ACH,2025-07-14 03:11:07,US,SY,1,0,0,0,0,40,50.0,90.0,1,HIGH
2530,878,66875.39,Wire,2025-07-29 15:29:46,VE,JP,0,0,0,0,0,0,10.0,10.0,-1,LOW
2565,1603,2442.35,SWIFT,2025-07-07 23:45:10,CA,IR,1,1,0,0,0,60,0.0,60.0,1,MEDIUM
2592,1771,13833.37,SWIFT,2025-07-30 13:35:52,AE,KP,1,1,0,0,0,60,30.0,90.0,-1,HIGH
2597,1491,95184.33,SWIFT,2025-09-03 19:20:37,SG,JP,0,0,0,0,0,0,0.0,0.0,-1,LOW
2608,1849,1280.29,Wire,2025-07-20 23:59:06,KP,SD,1,0,0,0,0,40,50.0,90.0,1,HIGH
2624,1706,9263.31,Check,2025-09-08 00:46:30,CN,IR,1,1,1,0,0,75,30.0,105.0,-1,HIGH
2625,1060,96886.86,ACH,2025-08-23 08:43:59,AF,FR,0,0,0,0,0,0,0.0,0.0,-1,LOW
2641,1944,933.82,ACH,2025-09-16 07:09:38,UK,SD,1,0,0,0,0,40,25.0,65.0,1,MEDIUM
2646,1773,34982.93,Wire,2025-09-07 05:16:22,AU,AF,0,0,0,1,0,15,30.0,45.0,-1,MEDIUM
2658,356,57637.64,Check,2025-07-19 08:14:35,KP,NL,0,0,0,0,0,0,20.0,20.0,-1,LOW
2666,1785,8430.81,SWIFT,2025-07-27 22:25:41,US,SD,1,0,0,0,0,40,50.0,90.0,-1,HIGH
2691,1851,91408.77,Check,2025-07-21 18:08:07,CN,FR,0,0,0,0,0,0,20.0,20.0,-1,LOW
2740,1899,216.55,SWIFT,2025-09-18 06:26:05,AF,RU,1,0,0,0,0,40,25.0,65.0,1,MEDIUM
2750,569,5822.72,ACH,2025-08-01 17:26:04,SY,IR,1,1,0,0,0,60,30.0,90.0,-1,HIGH
2792,585,37.12,ACH,2025-09-05 17:38:51,JP,SD,1,0,0,0,0,40,30.0,70.0,1,HIGH
2795,1571,7082.11,Check,2025-07-20 13:44:04,CH,IR,1,1,0,0,0,60,30.0,90.0,-1,HIGH
2803,383,36335.29,Wire,2025-08-12 12:43:06,IR,CN,0,0,0,0,0,0,45.0,45.0,-1,MEDIUM
2816,1303,87714.74,ACH,2025-08-07 00:14:59,VE,UK,0,0,0,0,0,0,25.0,25.0,-1,LOW
2822,383,38656.12,SWIFT,2025-09-08 04:12:13,IR,AU,0,0,0,0,0,0,45.0,45.0,-1,MEDIUM
2830,1849,7048.89,ACH,2025-08-07 01:24:57,KP,KP,1,1,0,0,0,60,50.0,110.0,-1,HIGH
2833,288,957.54,Check,2025-08-16 21:00:53,DE,VE,1,0,0,0,0,40,25.0,65.0,1,MEDIUM
2853,828,4317.34,SWIFT,2025-08-13 10:22:15,VE,IR,1,1,0,0,0,60,30.0,90.0,-1,HIGH
2881,1697,56353.24,SWIFT,2025-09-25 15:12:42,RU,US,0,0,0,0,0,0,0.0,0.0,-1,LOW
2890,1571,1193.94,SWIFT,2025-08-25 03:19:39,CH,KP,1,1,0,0,0,60,30.0,90.0,1,HIGH
2892,1323,654.51,Wire,2025-09-20 20:37:29,SY,IR,1,1,0,0,0,60,30.0,90.0,1,HIGH
2919,1015,287560.19,Check,2025-09-20 02:33:46,UK,JP,0,0,0,0,0,0,0.0,0.0,-1,LOW
2948,1787,1620.32,Check,2025-07-13 22:24:39,SD,KP,1,1,0,0,0,60,30.0,90.0,1,HIGH
2965,1968,1286.87,ACH,2025-08-03 10:25:28,FR,KP,1,1,0,0,0,60,0.0,60.0,1,MEDIUM
2998,946,48505.99,Wire,2025-08-01 14:48:18,CH,JP,0,0,0,0,0,0,20.0,20.0,-1,LOW
3039,661,114.16,SWIFT,2025-07-29 10:25:09,CH,RU,1,0,0,0,0,40,30.0,70.0,1,HIGH
3046,832,481.87,SWIFT,2025-09-22 13:31:22,SD,RU,1,0,0,0,0,40,30.0,70.0,1,HIGH
3047,1702,1074.14,Check,2025-08-22 02:30:53,CH,VE,1,0,0,1,0,55,30.0,85.0,1,HIGH
3071,1421,160.12,ACH,2025-07-04 02:18:15,US,SY,1,0,0,0,0,40,30.0,70.0,1,HIGH
3100,323,2192.38,Wire,2025-09-01 18:08:21,NL,SY,1,0,0,0,0,40,25.0,65.0,1,MEDIUM
3147,8,87.96,SWIFT,2025-09-30 15:00:21,CA,IR,1,1,0,0,0,60,0.0,60.0,1,MEDIUM
3156,1027,368.18,Wire,2025-08-15 08:15:46,RU,VE,1,0,0,0,0,40,30.0,70.0,1,HIGH
3193,3,956.66,Wire,2025-08-22 07:16:38,AE,IR,1,1,0,0,0,60,40.0,100.0,-1,HIGH
3196,828,79150.49,Wire,2025-07-30 06:55:44,VE,SD,1,0,0,0,0,40,30.0,70.0,-1,HIGH
3269,463,66290.56,Check,2025-09-02 13:43:08,RU,JP,0,0,0,0,0,0,0.0,0.0,-1,LOW
3319,463,136187.47,ACH,2025-08-04 13:32:45,RU,CA,0,0,0,0,0,0,0.0,0.0,-1,LOW
3320,1788,444.58,Wire,2025-07-10 18:12:21,VE,RU,1,0,0,0,0,40,30.0,70.0,1,HIGH
3378,262,63.99,Check,2025-07-10 07:10:01,SG,RU,1,0,0,0,0,40,10.0,50.0,1,MEDIUM
3380,1283,2174.1,Check,2025-07-11 20:36:08,VE,SY,1,0,0,0,0,40,30.0,70.0,1,HIGH
3425,1186,592.41,ACH,2025-08-22 09:11:33,IN,SD,1,0,0,0,0,40,30.0,70.0,1,HIGH
3478,1702,420.52,Wire,2025-08-08 03:18:22,CH,SD,1,0,0,0,0,40,30.0,70.0,1,HIGH
3511,94,864.3,ACH,2025-08-29 08:09:50,NL,SY,1,0,0,0,0,40,30.0,70.0,1,HIGH
3597,1754,595.61,ACH,2025-07-04 00:19:11,US,SD,1,0,0,0,0,40,30.0,70.0,1,HIGH
3609,1864,1944.95,ACH,2025-09-05 08:03:14,SY,IR,1,1,0,0,0,60,0.0,60.0,1,MEDIUM
3613,986,1031.74,SWIFT,2025-07-28 06:02:28,CN,SY,1,0,0,0,0,40,20.0,60.0,1,MEDIUM
3675,751,2696.86,ACH,2025-08-23 18:48:07,RU,VE,1,0,0,0,0,40,50.0,90.0,1,HIGH
3677,344,11012.65,Wire,2025-09-06 03:37:28,KP,DE,0,0,0,1,0,15,40.0,55.0,1,MEDIUM
3678,886,1578.79,Check,2025-08-24 03:01:16,KP,AU,0,0,0,0,0,0,65.0,65.0,1,MEDIUM
3692,1814,83767.03,ACH,2025-08-19 02:34:50,NL,NL,0,0,0,0,0,0,10.0,10.0,-1,LOW
3696,3,4295.85,Wire,2025-08-09 19:51:00,AE,SD,1,0,0,0,0,40,40.0,80.0,1,HIGH
3707,813,61147.02,SWIFT,2025-08-06 11:27:40,AE,SG,0,0,0,0,0,0,0.0,0.0,-1,LOW
3718,1660,14068.05,SWIFT,2025-08-08 11:07:26,RU,RU,1,0,0,0,0,40,30.0,70.0,-1,HIGH
3753,94,5361.76,Check,2025-08-23 06:23:32,NL,RU,1,0,0,0,0,40,30.0,70.0,1,HIGH
3802,1898,178043.02,Check,2025-09-16 08:14:19,AF,CN,0,0,0,0,0,0,0.0,0.0,-1,LOW
3816,97,210.4,ACH,2025-09-08 16:51:56,SY,VE,1,0,0,1,0,55,50.0,105.0,-1,HIGH
3848,1660,3719.5,Check,2025-07-27 00:44:09,RU,KP,1,1,0,1,0,75,30.0,105.0,-1,HIGH
3883,1256,3481.08,SWIFT,2025-08-12 08:39:11,SG,KP,1,1,0,0,0,60,0.0,60.0,1,MEDIUM
3912,1986,346.19,ACH,2025-08-20 12:14:24,NL,SY,1,0,0,0,0,40,20.0,60.0,1,MEDIUM
3926,1160,78767.49,Check,2025-09-16 20:44:01,US,IN,0,0,0,1,0,15,25.0,40.0,-1,MEDIUM
3935,1593,5221.68,Wire,2025-08-23 00:22:37,FR,IR,1,1,0,0,0,60,30.0,90.0,-1,HIGH
4046,1702,5319.24,Check,2025-07-11 00:54:18,CH,RU,1,0,0,0,0,40,30.0,70.0,1,HIGH
4066,469,4500.13,Check,2025-08-29 10:42:23,DE,KP,1,1,0,0,0,60,0.0,60.0,1,MEDIUM
4103,1879,4136.34,Wire,2025-07-15 22:05:02,AU,RU,1,0,0,0,0,40,30.0,70.0,1,HIGH
4222,828,1066.96,SWIFT,2025-09-04 22:23:56,VE,IR,1,1,0,0,0,60,30.0,90.0,1,HIGH
4229,887,3567.28,Check,2025-08-03 00:29:55,CA,KP,1,1,0,0,0,60,0.0,60.0,1,MEDIUM
4236,1433,3377.56,SWIFT,2025-07-31 06:31:41,VE,SD,1,0,0,0,0,40,30.0,70.0,1,HIGH
4244,351,430.38,SWIFT,2025-07-27 16:36:03,IR,KP,1,1,0,0,0,60,45.0,105.0,-1,HIGH
4246,254,672.85,Wire,2025-09-02 00:48:44,KP,SD,1,0,0,0,0,40,50.0,90.0,1,HIGH
4313,1250,66622.28,ACH,2025-08-10 22:53:33,AF,US,0,0,0,0,0,0,0.0,0.0,-1,LOW
4319,751,2063.44,SWIFT,2025-08-07 00:14:47,RU,AF,0,0,0,0,0,0,50.0,50.0,1,MEDIUM
4333,1785,3917.6,Check,2025-07-19 19:43:16,US,SY,1,0,0,0,0,40,50.0,90.0,-1,HIGH
4367,1465,57842.09,Wire,2025-07-18 15:54:23,LB,CH,0,0,0,0,0,0,0.0,0.0,-1,LOW
4378,908,28025.61,Check,2025-08-13 18:50:59,FR,CN,0,0,0,1,0,15,25.0,40.0,-1,MEDIUM
4406,998,54173.1,Wire,2025-09-05 03:58:42,SD,CH,0,0,0,0,0,0,10.0,10.0,-1,LOW
4432,751,4270.26,Wire,2025-08-25 23:14:45,RU,SY,1,0,0,0,0,40,50.0,90.0,-1,HIGH
4474,1779,9009.65,Wire,2025-07-09 03:07:38,LB,SD,1,0,1,0,0,55,30.0,85.0,-1,HIGH
4479,1879,14014.62,Wire,2025-09-04 19:28:37,AU,VE,1,0,0,0,0,40,30.0,70.0,-1,HIGH
4496,1849,472.64,ACH,2025-08-10 12:32:03,KP,SY,1,0,0,0,0,40,50.0,90.0,1,HIGH
4511,1632,243.24,Wire,2025-09-17 20:48:03,RU,SD,1,0,0,0,0,40,30.0,70.0,1,HIGH
4519,731,593.41,SWIFT,2025-07-29 18:51:29,SY,RU,1,0,0,0,0,40,55.0,95.0,1,HIGH
4528,1702,18710.08,Check,2025-07-07 00:25:22,CH,SY,1,0,0,0,0,40,30.0,70.0,-1,HIGH
4553,205,53997.77,SWIFT,2025-08-23 04:20:19,IR,DE,0,0,0,0,0,0,20.0,20.0,-1,LOW
4579,1503,5874.58,SWIFT,2025-08-06 17:37:16,VE,AF,0,0,0,0,0,0,55.0,55.0,1,MEDIUM
4607,1361,47064.09,ACH,2025-08-24 20:12:19,IN,CA,0,0,0,0,0,0,25.0,25.0,-1,LOW
4608,310,12373.15,Check,2025-08-16 17:25:34,CA,IR,1,1,0,0,0,60,30.0,90.0,-1,HIGH
4656,472,55570.0,SWIFT,2025-08-19 22:07:36,CH,NL,0,0,0,0,0,0,20.0,20.0,-1,LOW
4670,196,603.77,ACH,2025-09-09 05:21:52,KP,KP,1,1,0,0,0,60,20.0,80.0,1,HIGH
4708,944,6877.28,ACH,2025-07-07 01:48:06,AU,SD,1,0,0,0,0,40,55.0,95.0,-1,HIGH
4712,784,93826.38,SWIFT,2025-08-17 23:58:09,FR,AU,0,0,0,0,0,0,0.0,0.0,-1,LOW
4740,1593,3500.13,Check,2025-09-10 16:18:18,FR,KP,1,1,0,0,0,60,30.0,90.0,1,HIGH
4792,1601,3231.78,Wire,2025-09-14 19:07:17,SY,CH,0,0,0,1,0,15,35.0,50.0,1,MEDIUM
4824,1849,43605.83,ACH,2025-09-23 06:29:51,KP,SY,1,0,0,0,0,40,50.0,90.0,-1,HIGH
4877,665,9.36,SWIFT,2025-07-17 10:56:26,LB,KP,1,1,0,0,0,60,55.0,115.0,-1,HIGH
4928,233,24940.9,ACH,2025-09-24 16:49:23,IR,JP,0,0,0,0,0,0,45.0,45.0,-1,MEDIUM
4929,734,9217.95,Check,2025-07-13 23:34:34,UK,UK,0,0,1,1,0,30,25.0,55.0,1,MEDIUM
4934,1245,113592.17,Check,2025-09-09 19:13:20,CA,US,0,0,0,0,0,0,0.0,0.0,-1,LOW
4946,1788,3506.53,Check,2025-07-15 22:50:44,VE,SY,1,0,0,0,0,40,30.0,70.0,1,HIGH
4950,1794,2210.89,Check,2025-09-23 05:46:32,AE,KP,1,1,0,0,0,60,0.0,60.0,1,MEDIUM
4960,832,532.72,Wire,2025-09-29 22:59:35,SD,IR,1,1,0,0,0,60,30.0,90.0,1,HIGH
5040,1879,4571.6,Wire,2025-07-18 11:24:29,AU,SY,1,0,0,0,0,40,30.0,70.0,1,HIGH
5049,1219,6083.52,Wire,2025-09-22 11:51:46,SY,LB,0,0,0,0,0,0,50.0,50.0,1,MEDIUM
5052,1976,80317.91,SWIFT,2025-08-16 22:58:12,IN,UK,0,0,0,0,0,0,0.0,0.0,-1,LOW
5053,601,56887.8,Wire,2025-08-18 10:23:35,CH,US,0,0,0,0,0,0,20.0,20.0,-1,LOW
5060,752,67730.65,Check,2025-08-31 21:19:47,RU,IN,0,0,0,0,0,0,0.0,0.0,-1,LOW
5087,3,1615.44,Check,2025-08-22 21:23:07,AE,SY,1,0,0,0,0,40,40.0,80.0,1,HIGH
5091,175,90516.94,Check,2025-07-21 20:52:42,JP,AU,0,0,0,0,0,0,0.0,0.0,-1,LOW
5093,1779,19134.0,Wire,2025-07-16 02:30:01,LB,RU,1,0,0,0,0,40,30.0,70.0,-1,HIGH
5150,414,121396.1,SWIFT,2025-09-24 14:50:10,UK,FR,0,0,0,1,0,15,0.0,15.0,-1,LOW
5182,1779,2241.19,Check,2025-09-06 03:24:14,LB,VE,1,0,0,0,0,40,30.0,70.0,1,HIGH
5190,634,89833.97,Wire,2025-08-25 02:56:26,LB,CA,0,0,0,0,0,0,25.0,25.0,-1,LOW
5203,1140,137775.63,Wire,2025-09-08 12:31:16,SG,CH,0,0,0,0,0,0,0.0,0.0,-1,LOW
5217,751,10677.91,ACH,2025-07-06 16:50:57,RU,AF,0,0,0,0,0,0,50.0,50.0,1,MEDIUM
5220,1952,57477.58,Wire,2025-09-28 20:17:37,UK,JP,0,0,0,0,0,0,0.0,0.0,-1,LOW
5221,1433,423.21,ACH,2025-07-18 17:59:55,VE,SY,1,0,0,0,0,40,30.0,70.0,1,HIGH
5235,1472,54908.62,Check,2025-09-02 16:17:54,DE,SD,1,0,0,0,0,40,0.0,40.0,-1,MEDIUM
5239,403,952.49,ACH,2025-07-23 02:22:28,SY,KP,1,1,0,1,0,75,65.0,140.0,-1,HIGH
5256,1216,2497.26,ACH,2025-07-29 07:28:14,CN,SD,1,0,0,0,0,40,30.0,70.0,1,HIGH
5258,771,2577.46,ACH,2025-07-06 09:42:54,KP,VE,1,0,0,0,0,40,20.0,60.0,1,MEDIUM
5264,1186,1823.09,Check,2025-08-12 11:42:32,IN,SY,1,0,0,0,0,40,30.0,70.0,1,HIGH
5274,1773,2529.58,Wire,2025-07-04 04:28:15,AU,RU,1,0,0,0,0,40,30.0,70.0,1,HIGH
5289,864,260.86,ACH,2025-09-12 13:39:31,AU,SY,1,0,0,0,0,40,10.0,50.0,1,MEDIUM
5315,620,70725.14,Wire,2025-08-31 10:44:58,LB,AU,0,0,0,0,0,0,10.0,10.0,-1,LOW
5350,1350,968.65,ACH,2025-09-15 00:41:14,SG,SY,1,0,0,0,0,40,30.0,70.0,1,HIGH
5374,768,29723.79,Check,2025-07-18 21:39:10,CH,IR,1,1,0,0,0,60,30.0,90.0,-1,HIGH
5383,1782,798.94,ACH,2025-09-08 21:59:38,IN,IR,1,1,0,0,0,60,30.0,90.0,1,HIGH
5400,1571,1540.06,SWIFT,2025-08-11 19:28:07,CH,RU,1,0,0,0,0,40,30.0,70.0,1,HIGH
5401,1702,967.87,Check,2025-08-27 15:18:50,CH,SD,1,0,0,0,0,40,30.0,70.0,1,HIGH
5409,157,35708.79,Wire,2025-07-05 01:26:09,AE,KP,1,1,0,0,0,60,0.0,60.0,-1,MEDIUM
5415,847,8056.17,SWIFT,2025-09-22 19:48:49,LB,SD,1,0,0,1,0,55,0.0,55.0,1,MEDIUM
5440,1161,9221.22,Wire,2025-09-14 19:55:28,IR,SG,0,0,1,0,0,15,45.0,60.0,1,MEDIUM
5459,154,114.24,ACH,2025-07-24 21:16:59,CH,UK,0,0,0,1,0,15,35.0,50.0,1,MEDIUM
5460,665,2802.29,Wire,2025-07-22 20:19:21,LB,AF,0,0,0,0,0,0,55.0,55.0,1,MEDIUM
5471,151,133409.07,Check,2025-08-20 16:58:52,AE,CA,0,0,0,0,0,0,10.0,10.0,-1,LOW
5484,362,76344.23,Check,2025-09-03 21:17:28,CH,DE,0,0,0,0,0,0,0.0,0.0,-1,LOW
5487,1705,88084.14,SWIFT,2025-07-23 05:32:40,SG,CH,0,0,0,0,0,0,0.0,0.0,-1,LOW
5490,1879,42327.48,Check,2025-09-22 00:12:10,AU,IR,1,1,0,0,0,60,30.0,90.0,-1,HIGH
5492,179,41589.86,ACH,2025-09-21 19:17:53,IR,US,0,0,0,0,0,0,45.0,45.0,-1,MEDIUM
